user_id,subgroup
5c6e7a8d6d180f002084a746,71 59 23 3 6 50 61 29 66 1 51 7 72 36 40 83 37 60 69 70 85 79 19 5 38 34 39 8 55 4 32 33 35 57 25 77 53 13 75 76 64 73 15 65
5e11926d54511e0d1440d024,71 59 23 3 6 50 61 29 66 1 51 7 72 36 40 83 37 60 69 70 85 79 5 19 38 34 39 8 55 4 32 33 35 57 25 77 13 53 75 76 64 15 73
59a1bbeb3ba5a507005d94bf,71 59 23 3 6 50 61 29 66 1 51 7 72 36 40 83 37 60 69 70 85 79 19 5 38 34 39 8 55 4 32 33 35 57 25 77 53 13 75 76 64 15 73 65
5a11254d516eb50051f99473,71 59 23 3 6 50 61 29 66 1 51 7 72 36 40 83 37 60 69 70 85 79 19 5 38 34 39 8 55 32 33 4 35 57 53 13 25 77 75 76 64 15 73 65
56702e0f13ef621200899d90,71 59 23 3 6 50 61 29 66 1 51 7 72 36 40 83 37 60 69 70 85 19 79 5 38 34 39 8 55 4 32 33 35 57 13 53 25 77 15 73 75 76 64 65
5aa795b871c70c001e28f2a9,71 59 50 61 29 66 1 51 7 72 36 23 3 6 40 83 37 60 69 70 85 79 5 19 38 34 39 8 55 4 32 33 35 57 25 77 53 13 75 76 64 15 73 65
5dc9632b31ab600020684cb3,71 59 50 61 29 66 1 51 7 72 36 23 3 6 40 83 37 60 69 70 85 79 38 34 39 19 5 8 55 32 33 4 35 57 75 76 64 25 77 13 53 15 73
603a408fedddaa46e5e847c0,71 59 23 3 6 50 61 29 66 1 51 7 72 36 40 83 37 60 69 70 85 79 5 38 34 39 19 8 55 4 32 33 35 57 25 77 13 53 75 76 64 15 73
5b41c29cbc0cfe001ecd42a8,71 59 23 3 6 50 61 29 66 1 51 7 72 36 40 83 37 60 69 70 85 19 79 5 38 34 39 8 55 4 32 33 35 57 25 77 53 13 75 76 64 73 15 65
6118d79bc367dc00060594ef,71 59 50 61 29 66 1 51 7 72 36 23 3 6 40 83 37 60 69 70 85 79 38 34 39 5 19 8 55 4 32 33 35 57 53 25 77 75 76 64 13 15 65 73
