user_id,subgroup
5f1dc5a3afdc0537b5de8979,71 59 83 37 50 61 29 66 1 51 7 72 36 40 69 70 23 3 6 85 64 75 33 76 8 55 35 57 63 65 79 84 60 81 15 32
5f432175a32a53813a24e1a5,50 61 29 66 1 51 7 72 36 71 59 23 3 6 40 79 83 37 60 5 85 38 34 39 69 70 19 77 78 55 25 8 53 32 33 65 56 4 54 67
5a93a2b844a1e4001eee7a26,50 61 29 66 1 51 7 72 36 71 59 83 37 40 19 23 3 6 75 33 76 64 58 63 57 85 52 69 79 34 32 73 60 38 39 70 54 80 53 8 55 41
617ec17d1a87ca000710ce8f,71 59 23 3 6 40 50 61 29 66 1 51 7 72 36 5 79 60 83 37 85 55 19 4 24 25 53 14 73 77 8 56 65 69 70 15
614c3233e64756000603277d,75 33 76 64 71 59 32 50 61 29 66 1 51 7 72 36 63 83 37 58 8 40 52 57 23 3 6 69 70 41 85 79 80 42 43 60 35 81 34 68 15 55
617ec606b2319400078213a6,71 59 8 69 70 21 49 50 61 29 66 1 51 7 72 36 60 40 23 3 6 85 79 32 33 34 4 89 30 75 76 64 13 35 57 83 37 55 10 11 38 39 74 5 28
617e4e997340280006cc7c42,13 71 59 8 40 4 5 35 57 50 61 29 66 1 51 7 72 36 15 69 70 16 55 2 45 23 3 6 84 14 83 37 85
5e7609ff9c4b140023a682de,23 3 6 50 61 29 66 1 51 7 72 36 40 71 59 83 37 5 19 85 60 79 55 53 65 78 69 70 35 57 8 38 34 39 13 9 56
617ec3341a87ca000710d12f,71 59 50 61 29 66 1 51 7 72 36 40 23 3 6 8 83 37 85 69 70 32 33 35 57 65 5 53 78 55 13 90 60 79
5f76c59b49fac44216498699,71 59 40 50 61 29 66 1 51 7 72 36 23 3 6 69 70 60 19 5 83 37 85 55 79 8 4 53 49 13 24 9
617ed3125833170007feaf2d,71 59 69 70 40 51 50 61 29 66 1 7 72 36 8 23 3 6 85 19 60 45 79 4 5 15 28 83 37 53 24 73 35 57 64 13 9 55 27
617ed802b231940007823531,69 70 8 71 59 50 61 29 66 1 51 7 72 36 40 23 3 6 85 79 60 28 55 64 13 32 33 45 75 76 83 37 63 35 57 15 4 5 14 49 24 73
617ed902b231940007823606,71 59 50 61 29 66 1 51 7 72 36 40 69 70 23 3 6 15 83 37 8 14 35 57 85 60 79 45 19 55 73 49 64 5 4
61287daf560d810006958251,71 59 23 3 6 50 61 29 66 1 51 7 72 36 40 19 83 37 60 85 5 79 73 53 38 34 39 55 69 70 15 25 77 8 78 32 33 49 4 65 58
617eeb2380117b00079916e8,13 71 59 61 9 8 40 50 66 51 72 55 4 5 29 1 7 36 46 83 85 37 23 3 6 69 70 79 60 14 15 24 89 25 77
617d9b65b23194000780bfac,5 71 59 23 3 6 50 61 29 66 1 51 7 72 36 40 4 79 32 33 34 8 60 69 70 28 88 55 22 38 39 53 85 45 25 83 37
6173a7c5231858000643b26f,32 33 58 71 59 44 51 50 61 29 66 1 7 72 36 40 41 52 42 43 23 3 6 8 85 60 75 76 80 64 34 38 39 79 83 37 68 57 69 70 74 25 77 55 63
61796267b2319400077af493,69 70 8 71 59 55 51 40 50 61 29 66 1 7 72 36 28 35 57 23 3 6 83 37 85 88 60 75 33 76 64 4 5 45 15 32 34 38 39
5eee74c1eb246da0e50471ab,40 50 66 51 72 71 59 23 3 6 61 29 1 7 36 9 4 55 27 13 53 5 85 79 60 69 70 32 33 34 83 37 8 35 57 65 73
617f173e57d2ce0006c70668,23 3 6 71 59 50 61 29 66 1 51 7 72 36 40 5 60 38 34 39 79 25 77 69 70 85 83 37 4 15 78 32 33 8 19 53
5e7a0ed69c4b140023a848eb,71 59 50 61 29 66 1 51 7 72 36 23 3 6 40 79 69 70 60 75 33 76 64 83 37 32 58 25 77 38 34 39 19 85 8 41 63 15 74 57 55 78 5 80 54 67 4
617f182980117b0007995e45,71 59 23 3 6 50 61 29 66 1 51 7 72 36 40 4 5 60 83 37 85 62 24 79 8 28 69 70 77 78 55 35 57 56 65 14 15 38 34 39 32 33
617f1fe8b231940007828878,71 59 83 37 23 3 6 50 61 29 66 1 51 7 72 36 40 25 77 19 38 34 39 5 58 85 60 63 75 33 76 64 79 53 65 32 69 54 8 78 67 70 52
59b79476cd5792070055e82b,4 5 27 61 9 71 59 13 50 51 23 3 6 40 36 29 66 1 7 72 79 14 60 83 85 37 55 46 17 24 12 67
5d1e29010d5f3b0021dc4a41,71 59 50 61 29 66 1 51 7 72 36 23 3 6 38 34 39 40 32 33 60 5 79 83 37 25 77 85 41 4 78 54 67 58 55 24 53 19 52 57
5ab12613a356e3001e486f30,71 59 50 61 29 66 1 51 7 72 36 32 33 75 76 64 83 37 63 40 23 3 6 57 8 58 52 69 85 35 41 60 79 70 68 54 55 81
6027c54ce4e6038902cd6f78,13 4 8 40 5 71 59 23 3 6 51 50 61 29 66 1 7 72 36 14 15 55 84 24 79 9 69 70 83 37 85 45 35 57 46 27
5b5c44148011d1001e33e86d,71 59 23 3 6 50 61 29 66 1 51 7 72 36 40 83 37 5 38 34 39 25 77 54 67 60 73 62 4 79 85 19 15 32 33 69
617f3a3cb23194000782b00a,23 3 6 40 71 59 7 50 61 29 66 1 51 72 36 60 19 5 83 37 69 70 85 79 55 8 73 4 56 65 53 35 57 9 13 28 24
5915c4332fa2a607008bdc2b,23 3 6 50 51 4 71 59 40 61 29 66 1 7 72 36 5 9 79 60 8 25 13 83 37 77 78 16 38 33 34 39 35 57 53 85 32 55
5dac17e09b475f0021c7fa86,71 59 69 70 50 61 29 66 1 51 7 72 36 55 8 40 83 37 85 23 3 6 35 75 57 76 64 33 13 79 14 15 60 56 65
61700b7fe38aa7000780dd97,71 59 50 61 29 66 1 51 7 72 36 23 3 6 40 83 37 85 79 69 70 60 54 53 38 33 34 39 8 5 65 35 57 78 55 32 41 81 19
