user_id,subgroup
5c6e7a8d6d180f002084a746,23 3 6 40 71 59 50 61 29 66 1 51 7 72 36 32 33 34 38 39 5 60 77 78 25 79 19 83 37 85 4 69 70 67 53
5e11926d54511e0d1440d024,23 3 6 71 59 40 5 7 4 36 50 61 29 66 1 51 72 60 79 85 25 77 69 70 83 37 55 8 38 34 39 24 62 20
59a1bbeb3ba5a507005d94bf,71 59 50 61 29 66 1 51 7 72 36 83 37 23 3 6 40 58 60 19 85 62 38 34 39 79 8 55 5 15 69 70 4 80 49 41 25 77 28 56 65 32 33 35 57
5a11254d516eb50051f99473,50 61 29 66 1 51 7 72 36 71 59 83 37 23 3 6 40 85 19 54 5 60 65 55 79 58 78 64 53 8 38 34 39 91 56 73 52 57 15 62
56702e0f13ef621200899d90,23 3 6 40 7 19 71 59 30 5 50 61 29 66 1 51 72 36 60 25 4 73 26 49 77 78 53 38 34 39 21 22 67 79 83 37 85
5aa795b871c70c001e28f2a9,50 61 29 66 1 51 7 72 36 71 59 40 23 3 6 83 37 85 38 34 39 5 60 35 57 78 79 58 19 8 65 32 33 52 54 55 53 56
5dc9632b31ab600020684cb3,75 33 76 64 63 71 59 50 61 29 66 1 51 7 72 36 83 37 23 3 6 69 40 54 68 57 32 79 85 8 35 60 80 34 70 38 39 41 52 58 55 81 84
603a408fedddaa46e5e847c0,23 3 6 71 59 4 36 50 61 29 66 1 51 7 72 5 40 25 77 38 34 39 60 79 85 32 33 22 69 70 8 83 37 53 20 74 19
5b41c29cbc0cfe001ecd42a8,23 3 6 71 59 40 50 61 29 66 1 51 7 72 36 83 37 5 19 38 34 39 60 79 85 25 77 73 55 69 35 57 15 75 33 76 64 8 78 53 70 56 65 32
6118d79bc367dc00060594ef,50 61 29 66 1 51 7 72 36 83 37 71 59 23 3 6 40 85 65 56 60 78 53 35 57 79 8 91 55 69 87 54 19 62
5d9189c2a7e8fe0020d81039,23 3 6 40 71 59 7 50 61 29 66 1 51 72 36 5 60 77 78 38 34 39 83 37 19 32 33 79 85 53 25 4 65 55
5b4d802ece476c001e4a92bf,40 71 59 23 3 6 19 7 51 73 50 61 29 66 1 72 36 15 85 60 83 37 53 5 79 55 69 70 8 49 4 24 14 28 56
568cdb6fe8ff9b20003d00ed,23 3 6 5 40 71 59 4 36 25 77 7 73 22 50 61 29 66 1 51 72 19 60 83 37 78 79 38 34 39 67 85 69 70
57870425d0c3030700414d39,71 59 4 36 23 3 6 5 40 25 77 7 50 61 29 66 1 51 72 60 79 83 37 38 34 39 32 33 75 76 64 28 85 69 70 73 55 8 57 24 74 20 19 49 41
58123bc6e6fe960700e102b6,71 59 50 61 29 66 1 51 7 72 36 23 3 6 40 5 60 32 33 69 70 85 79 34 83 37 19 28 75 76 64 8 57 45 53 4 25 77 38 39 42 43 58 55
57317210fad4ef0a006aef34,71 59 50 61 29 66 1 51 7 72 36 83 37 23 3 6 40 35 57 78 54 8 60 85 38 34 39 58 79 81 55 69 56 65 87
571c171c234ded0a00a42d25,23 3 6 71 59 38 34 39 50 61 29 66 1 51 7 72 36 40 83 37 67 35 57 32 33 78 54 5 85 60 8 79 58 55 87
5a220d1ca6d4a5001ec316a4,71 59 23 3 6 25 77 7 40 51 50 61 29 66 1 72 36 78 4 38 34 39 19 5 76 32 33 49 60 68 57 54 73 74 35 75 64 8 53 65 15 55
5741ce66fad4ef0a006bd851,71 59 50 61 29 66 1 51 7 72 36 23 3 6 83 37 60 40 85 79 62 55 5 8 56 65 28 24 38 34 39 25 77 35 57 4
60348943e950ee4623b5bf87,71 59 51 50 61 29 66 1 7 72 36 8 40 69 70 83 37 85 55 23 3 6 53 35 57 56 65 60 79 84 62 4 5
5ef2d87e0be54018a7bcdab0,71 59 50 61 29 66 1 51 7 72 36 83 37 23 3 6 40 14 15 38 34 39 35 57 32 33 85 13 8 5 24 4 79 69 70 60 58 52 19 75 76 64
5ef142e0b93e46e8668cc638,71 59 13 4 36 23 3 6 5 40 50 61 29 66 1 51 7 72 69 70 79 8 85 19 83 37 60 73 32 33 34 35 57 45 46 53
603231d4bf9554f2a0f3fc8a,50 61 29 66 1 51 7 72 36 38 34 39 23 3 6 71 59 40 32 33 5 83 37 60 79 77 78 25 8 85 35 57 67 54 58 52 4 55
5a7c4db81a0d09001ee03a35,38 34 39 23 3 6 71 59 7 32 33 40 50 61 29 66 1 51 72 36 75 76 64 5 4 20 83 37 55 80 69 70 77 78 60 85 25 22 67 79 35 57 54 58
5bbe0a3c3617e7001e562a28,83 37 71 59 51 50 61 29 66 1 7 72 36 85 8 35 57 40 69 23 3 6 75 33 76 64 79 32 70 81 60 52 58 15 55
60cf0704ad1a3c42aab8f51d,40 23 3 6 71 59 50 61 29 66 1 51 7 72 36 19 5 53 32 33 34 83 37 60 79 38 39 90 85 73 35 57 56 25 65 69 70 8
5eaf743f3e47cffda3221a7d,71 59 69 70 8 50 61 29 66 1 51 7 72 36 40 32 33 47 48 23 3 6 83 37 35 85 57 81 79 75 76 64 52 60 55 54 5
60cf3e396e549d1efce05b95,71 59 50 61 29 66 1 51 7 72 36 83 37 23 3 6 40 85 35 57 69 70 8 78 65 60 79 54 56 32 33 53
58b012045c4e6507007c4ff0,23 3 6 40 7 71 59 5 77 78 4 36 51 50 61 29 66 1 72 25 38 34 39 19 60 22 67 32 33 83 37 79 73 85
5e9feed3735b0173dfccac85,71 59 50 61 29 66 1 51 7 72 36 40 23 3 6 69 70 83 37 5 60 8 85 79 15 19 4 28 32 33 34 53 38 39 55 25 77 64
60d016e1f5d14a31f55ec6dc,23 3 6 50 61 29 66 1 51 7 72 36 40 71 59 60 85 69 70 83 37 79 19 5 8 38 34 39 55 32 33 53 35 57 78 25 77 9 13 4
5ab7463ddc2ab6001e26771b,71 59 23 3 6 50 66 51 72 61 29 1 7 36 40 83 37 5 38 34 39 85 60 69 70 4 32 33 65 79 77 78 35 57 55 73 8
54ef354db839040f0001608b,71 59 23 3 6 40 50 61 29 66 1 51 7 72 36 74 5 60 79 75 33 76 64 25 77 38 34 39 4 19 32 30 8 41 85 53 49 21 26 69 70 52 83 37
5fa5f6ab0c79eefbbd8bade3,40 13 23 3 6 71 59 15 73 19 7 50 61 29 66 1 51 72 36 60 85 79 89 5 53 83 37 8 25 77 69 70 32 33 34 38 39 35 57 4
5b8e8a35de22ba001ee7af15,27 4 23 3 6 71 59 5 7 40 61 9 36 50 29 66 1 51 72 79 12 67 60 85 38 34 39 32 33 25 14 15 77 18 83 37 8 69 70 55 45
59e87f43ef1581001e5c9a96,71 59 23 3 6 50 61 29 66 1 51 7 72 36 40 38 34 39 83 37 5 60 19 32 33 58 79 25 77 78 85 87 54 8 53 65 35 57 81 67
6018fcfd699913c0c3c25432,8 13 69 70 71 59 14 1 15 4 50 61 29 66 51 7 72 36 40 5 79 23 3 6 85 27 2 75 33 76 64 55 45 35 57 60 83 37
5ea04ffb735b01937cccf0e9,71 59 50 61 29 66 1 51 7 72 36 83 37 85 23 3 6 75 33 76 64 40 8 35 57 52 54 69 55 81 70 32 79 60 63
55f10bf48b6cae0f00ac8882,71 59 50 61 29 66 1 51 7 72 36 23 3 6 83 37 60 25 77 38 34 39 40 74 79 5 32 33 85 58 4 52 57 75 76 64 55 8 19 41 54 78 35 62 42 43
602c95d74b3734871880bb01,71 59 50 61 29 66 1 51 7 72 36 40 23 3 6 89 60 13 79 15 19 85 8 69 70 53 25 77 83 37 49 33 58 30 55 73 46 38 34 39 9 75 76 64
5a40efaae939a9001ed222a0,83 37 71 59 50 61 29 66 1 51 7 72 36 85 40 35 57 23 3 6 60 8 79 81 69 70 58 15 78
6061f4bc0a60ce1e971f5557,19 73 40 53 25 71 59 23 3 6 50 72 56 1 60 7 51 49 5 15 61 29 66 36 89 90 83 37 79 77 8
608a2403c79613f5062ebf11,13 40 19 71 59 7 23 3 6 49 50 61 29 66 1 51 72 36 53 73 85 4 5 83 37 69 70 55 20 21 24 9 62 30 60 56 65
5c3d8f09f699690021a18b96,4 36 23 3 6 5 71 59 7 40 25 77 20 1 60 50 61 29 66 51 72 38 34 39 78 85 32 33 79 27 55 26
60530fa47d8d93b2df1fae40,71 59 50 61 29 66 1 51 7 72 36 40 23 3 6 69 70 55 4 60 83 37 85 8 79 27 5 14 15 13 24 45 28
60de64536dab560006a5b438,71 59 50 66 51 72 40 61 29 1 7 36 23 3 6 83 37 69 70 13 85 8 15 35 57 55 60 79 75 33 76 64 4 5 14 19
609de373efc1e3d339c655c4,71 59 23 3 6 89 7 4 36 50 61 29 66 1 51 72 40 32 33 34 60 28 38 39 25 77 85 69 70 8 79 45 5 10 11 24 49 30 13 83 37 21 74 46 55 57
5abc5b027997a2001e7bde62,50 61 29 66 1 51 7 72 36 71 59 23 3 6 40 83 37 85 60 79 32 33 52 57 38 34 39 58 35 54 5 8 69 70 75 76 64 78 81 55 25 77 65 53
5cd77041a4d3eb00205122c3,71 59 50 61 29 66 1 51 7 72 36 40 23 3 6 83 85 37 69 70 8 84 64 55 56 65 35 57 79 60 15
5d4607663714d90022deea26,71 59 50 66 51 72 61 29 1 7 36 28 40 13 8 88 35 57 23 3 6 32 33 34 65 15 53 60 78 41 39 83 37 85 9 56 55 87 5
5bb5bf8ae6ed7e001e023f05,23 3 6 7 71 59 38 34 39 25 77 5 40 4 36 78 22 67 50 61 29 66 1 51 72 73 19 60 33 20 79 85 24
5d2c981d9cf9ea0021ea130d,23 3 6 71 59 40 7 19 5 50 61 29 66 1 51 72 36 83 37 38 34 39 60 69 70 79 73 25 77 85 75 33 76 64 78 8 53 55 32 15 4
58576019f528320700f8b947,50 61 29 66 1 51 7 72 36 71 59 23 3 6 83 37 40 8 85 60 79 69 70 5 19 75 33 76 64 53 38 34 39 65 55 32 35 57 56 15 87
5a5d848ca97499001e463e8b,71 59 51 50 61 29 66 1 7 72 36 83 37 68 33 57 35 23 3 6 34 52 40 85 32 8 69 70 60 54 62 79 41 4 81 64 75 76 74 24
5d8aebad34c10b0021bfce43,71 59 50 61 29 66 1 51 7 72 36 23 3 6 40 83 37 85 32 33 69 70 79 8 60 55 75 76 64 35 57 34 38 39 28 58 24 84 15 13 52
5cb892216b6d4e0020dca370,23 3 6 50 61 29 66 1 51 7 72 36 38 34 39 71 59 40 83 37 33 32 5 60 55 65 69 70 79 77 78 85 67 54 8 64 75 76
60eb37e633924000075ce90d,71 59 23 3 6 38 34 39 33 40 50 61 29 66 1 51 7 72 36 32 60 63 75 76 64 54 79 5 87 35 57 85 67 83 37 25 77 53 78 65 8 52 68
60b9dd8d03731d79bacc508e,23 3 6 7 71 59 40 5 50 61 29 66 1 51 72 36 30 53 60 19 38 34 39 32 33 65 25 83 37 79 77 78 4 85 55 73 49
5f6aca9e6e264f3d5181333e,71 59 50 61 29 66 1 51 7 72 36 23 3 6 40 60 85 19 54 53 79 38 34 39 83 37 55 56 65 62 33 5 74 32 16 4 69 70 77 78 25 9 30
606bdc981912851124766428,23 3 6 7 38 34 39 40 71 59 50 61 29 66 1 51 72 36 33 32 5 25 83 37 77 78 45 60 69 70 65 85 67 4 79
5c063ed2c9f99c0024313d7c,71 59 83 85 51 37 50 61 29 66 1 7 72 36 15 8 79 62 69 73 35 54 55 19 60 56 65 53 57 64
5a386d69c0cfff00e2c687c4,71 59 30 23 3 6 50 61 29 66 1 51 7 72 36 26 80 40 38 34 39 32 33 60 58 55 49 8 21 79 74 85 42 43 41 25 77 52 73 5 83 37 4
56f4ca304e3ef90900b82a99,71 59 23 3 6 50 61 29 66 1 51 7 72 36 40 83 37 35 57 85 79 60 8 55 38 34 39 5 69 70 65 32 33 78 75 76 64
5e848ed3a56f8200253a96ae,23 3 6 71 59 40 7 1 60 5 25 77 50 61 29 66 51 72 36 4 28 79 32 33 34 83 37 74 85 19 38 39 53 73 57 89 88 22 35 69 70
60ffe280d712540006af251f,71 59 40 8 69 70 13 50 66 51 72 23 3 6 61 29 1 7 36 5 28 60 45 79 4 35 57 85 75 33 76 64 32 34 14 15 24 55
5f5ba725f24eac66f0fa2760,38 34 39 23 3 6 7 32 33 71 59 40 5 50 61 29 66 1 51 72 36 25 77 78 4 60 67 85 79 54 24 22
60db15400ae315c7f2897b94,23 3 6 71 59 4 5 7 40 51 50 61 29 66 1 72 36 69 70 24 55 27 8 60 79 85 9 14 15 13 45 83 37
5ba1d2276971da001ea53c30,50 61 29 66 1 51 7 72 36 83 37 23 3 6 71 59 77 78 40 68 57 85 16 54 53 41 39 13 91 52 8 65 35 60 79 44 22 67
5878f7fe6ecf3a0700b74ed0,23 3 6 38 34 39 71 59 7 40 50 61 29 66 1 51 72 36 32 33 5 60 4 25 77 83 37 78 85 8 79 69 70 22 67 55 20 75 76 64 58
61001e661f74d40006fe78a9,23 3 6 40 71 59 50 66 51 72 61 29 1 7 36 5 83 37 85 60 55 69 70 19 79 32 33 34 4 73 53 8 38 39 25 65 15
5f18f3323ad0ad42a8eb3ac2,71 59 8 69 70 50 61 29 66 1 51 7 72 36 55 40 83 85 37 60 75 33 76 64 23 3 6 28 79 24 35 57 15 21 4 13 56 65 49
612d8369d2440f0007e72f93,83 37 85 51 71 59 50 61 29 66 1 7 72 36 40 23 3 6 8 60 35 57 55 79 5 69 70 49 15 4 62 24 28
5ada051ffe4f6d001ee17aec,71 59 50 61 29 66 1 51 7 72 36 83 37 63 75 33 76 64 8 40 23 3 6 69 85 32 84 58 60 41 52 57 70 35 55 79 38 34 39 80 42 43
5ee9ab8195bc917c9a7f67ba,23 3 6 71 59 40 7 4 36 50 61 29 66 1 51 72 5 60 79 25 77 27 38 34 39 85 69 70 9 19 13 32 33 8 55 53
60d09f6d57d3564d09beba47,23 3 6 38 34 39 7 71 59 32 33 40 5 50 61 29 66 1 51 72 36 25 77 78 67 60 22 54 85 79 37 4
5d774f0b45639e00212bd1d0,40 19 73 53 50 72 71 59 23 3 6 66 51 61 29 1 7 36 83 37 56 5 25 15 60 85 69 70 55 79 90 13 8 22 24
