user_id,subgroup
5c6e7a8d6d180f002084a746,25 50 66 51 72 23 3 6 40 71 59 7 61 29 1 36 5 77 78 38 33 34 39 19 53 83 37 60 79 65 32 85 73
5e11926d54511e0d1440d024,5 40 23 3 6 4 25 77 36 71 59 27 7 1 60 79 51 61 9 50 29 66 72 73 85 83 37 78 21 22 67
59a1bbeb3ba5a507005d94bf,50 61 29 66 1 51 7 72 36 71 59 83 37 23 3 6 60 40 79 5 58 38 34 39 85 19 8 32 33 25 77 73 87 80 41 4 52 62
5a11254d516eb50051f99473,50 61 29 66 1 51 7 72 36 83 37 71 59 23 3 6 40 85 5 60 78 79 19 38 34 39 73 91 54 8 35 57 55 90
56702e0f13ef621200899d90,19 23 3 6 40 4 36 5 25 71 59 7 50 61 29 66 1 51 72 77 60 73 30 78 38 34 39 10 11 53 79 21 83 37 85 20 33
5aa795b871c70c001e28f2a9,51 50 61 29 66 1 7 72 36 83 37 71 59 40 38 34 39 23 3 6 65 78 62 85 52 57 5 58 25 60 33 79 32 19 54 67 41
5dc9632b31ab600020684cb3,75 33 76 64 63 71 59 83 37 50 61 29 66 1 51 7 72 36 80 69 32 58 52 57 23 3 6 40 35 41 70 68 85 8 13 60 55 79 34 84
603a408fedddaa46e5e847c0,25 77 71 59 5 23 3 6 7 50 61 29 66 1 51 72 36 32 33 4 40 8 85 22 69 70 34 60 89 83 37 74 79 53 52 13 38 39 63 64 68 57
5b41c29cbc0cfe001ecd42a8,40 23 3 6 50 61 29 66 1 51 7 72 36 5 71 59 83 37 25 77 78 60 38 34 39 79 19 73 85 4 53
6118d79bc367dc00060594ef,83 37 50 61 29 66 1 51 7 72 36 71 59 85 23 3 6 65 40 69 64 56 41 39 60 79 77 78 53 54 19 87 73
5d9189c2a7e8fe0020d81039,40 23 3 6 71 59 7 5 51 50 61 29 66 1 72 36 83 37 60 85 38 34 39 25 4 78 79 64 19 73 69 70 32 33 77 28 53 46
5b4d802ece476c001e4a92bf,23 3 6 71 59 73 40 7 5 15 4 36 19 50 61 29 66 1 51 72 60 85 83 37 53 8 79 25 77 69 70 28 38 34 39
568cdb6fe8ff9b20003d00ed,23 3 6 5 71 59 40 7 73 50 61 29 66 1 51 72 36 83 37 19 25 77 60 4 8 38 34 39 69 70 79 85 22 67 24
57870425d0c3030700414d39,71 59 23 3 6 4 36 7 25 77 50 61 29 66 1 51 72 60 32 33 40 5 83 37 28 69 38 34 39 79 75 76 64 57 85 41 70 58 63 52 74 42 43 80
58123bc6e6fe960700e102b6,28 7 50 61 29 66 1 51 72 36 71 59 69 70 40 23 3 6 85 60 5 53 64 8 79 41 83 37 45 4 32 33 34 19 75 76 55 74 42 43 58 88 16 15 57 52
57317210fad4ef0a006aef34,71 59 50 61 29 66 1 51 7 72 36 83 37 23 3 6 40 35 57 85 60 79 78 81 54 8 65 55 56 13 69 70
571c171c234ded0a00a42d25,71 59 23 3 6 50 61 29 66 1 51 7 72 36 40 83 37 38 34 39 78 33 60 5 85 79 77 65 25 67 54 35 57 32
5a220d1ca6d4a5001ec316a4,23 3 6 71 59 50 61 29 66 1 51 7 72 36 38 34 39 40 83 37 60 85 25 77 79 5 13 78 69 70 33 32 8 53 19 75 76 64 55
5741ce66fad4ef0a006bd851,51 50 61 29 66 1 7 72 36 62 71 59 85 79 83 37 60 8 23 3 6 35 54 30 40 56 65 38 34 39 24 47 5 53 28 14 15
60348943e950ee4623b5bf87,71 59 8 50 61 29 66 1 51 7 72 36 83 37 40 23 3 6 69 70 85 55 60 13 79 4 5 16 64 75 33 76 35 57 24
5ef2d87e0be54018a7bcdab0,71 59 83 37 51 50 61 29 66 1 7 72 36 85 23 3 6 40 14 15 60 4 5 38 34 39 8 79 69 70 13 58 35 57 53 67 55 33 54
5ef142e0b93e46e8668cc638,4 36 71 59 5 13 23 3 6 40 50 61 29 66 1 51 7 72 69 70 8 55 85 83 37 60 79 22 35 57 25 77 21 26 30
603231d4bf9554f2a0f3fc8a,38 34 39 71 59 23 3 6 7 33 50 61 29 66 1 51 72 36 83 37 40 8 32 85 60 57 81 35 52 79 62 54 65 5 58
5a7c4db81a0d09001ee03a35,71 59 23 3 6 33 34 38 39 7 50 61 29 66 1 51 72 36 40 32 58 83 37 60 79 54 67 85 5 41 80 77 78 25 75 76 64 4 22 52 57 74 42 43
5bbe0a3c3617e7001e562a28,83 37 51 71 59 8 50 61 29 66 1 7 72 36 85 79 40 33 57 32 58 60 69 70 23 3 6 76 35 81 41 52 42 43 64
60cf0704ad1a3c42aab8f51d,23 3 6 40 50 66 51 72 61 29 1 7 36 71 59 19 5 83 37 32 33 34 38 39 53 85 60 87 54 25 73 79 78 65 77 35 57
5eaf743f3e47cffda3221a7d,50 61 29 66 1 51 7 72 36 8 71 59 69 70 32 33 40 23 3 6 57 81 83 37 85 75 76 64 34 79 52 60 54 80 42 43 58 68 35 41 47 48
60cf3e396e549d1efce05b95,50 61 29 66 1 51 7 72 36 71 59 8 83 37 85 69 70 40 23 3 6 35 57 60 45 79 78 65 54 81
58b012045c4e6507007c4ff0,23 3 6 40 7 5 71 59 50 61 29 66 1 51 72 36 83 37 73 60 38 34 39 35 57 4 19 77 78 25 22 67 79 85
5e9feed3735b0173dfccac85,71 59 50 61 29 66 1 51 7 72 36 40 83 37 23 3 6 5 60 69 70 28 4 79 73 85 8 88 78 25 53 19
60d016e1f5d14a31f55ec6dc,71 59 7 40 51 23 3 6 50 61 29 66 1 72 36 85 69 70 38 34 39 60 8 83 37 79 77 78 5 33 25 54 64 32 67 2 19 53 74 63 24 13
5ab7463ddc2ab6001e26771b,23 3 6 71 59 50 61 29 66 1 51 7 72 36 40 83 37 5 38 34 39 78 60 85 65 33 77 79 25 69 70 35 57 4
54ef354db839040f0001608b,23 3 6 71 59 74 25 77 50 61 29 66 1 51 7 72 36 4 60 85 40 49 30 5 79 83 37 78 53 32 33 34 62 22 38 39 52 21 75 76 64 68 57
5fa5f6ab0c79eefbbd8bade3,15 19 71 59 73 40 23 3 6 50 61 29 66 1 51 7 72 36 38 34 39 79 85 83 37 60 5 25 13 53 69 70 77 78 33
5b8e8a35de22ba001ee7af15,23 3 6 71 59 4 50 61 29 66 1 51 7 72 36 40 27 5 60 9 83 37 79 38 34 39 25 85 77 13 22 67 78 69 70
59e87f43ef1581001e5c9a96,50 61 29 66 1 51 7 72 36 71 59 23 3 6 83 37 40 19 38 34 39 5 60 79 58 25 77 85 32 33 73 22 67 53 78 52 57 15 35 87 54 65 4
6018fcfd699913c0c3c25432,8 69 70 71 59 50 61 29 66 1 51 7 72 36 40 15 13 14 23 3 6 83 37 85 27 60 79 55 16 9 4 5 64
5ea04ffb735b01937cccf0e9,71 59 83 85 51 37 50 61 29 66 1 7 72 36 52 57 55 35 32 33 69 64 63 75 76 58 40 23 3 6 80 68 79 60 41 81 54
55f10bf48b6cae0f00ac8882,25 77 71 59 50 61 29 66 1 51 7 72 36 62 60 23 3 6 85 79 5 30 83 37 74 33 34 40 54 58 38 39 52 57 65 12 87 4 32 80 41 35 78 22 67
602c95d74b3734871880bb01,71 59 23 3 6 40 50 61 29 66 1 51 7 72 36 13 10 11 15 30 60 79 83 37 85 89 25 77 38 34 39 69 70 8 19 73 53 55 5 9 4
5a40efaae939a9001ed222a0,83 37 71 59 50 61 29 66 1 51 7 72 36 85 8 35 57 40 79 23 3 6 60 56 65 78 69 70 55 81 13
6061f4bc0a60ce1e971f5557,19 53 71 59 40 73 23 3 6 50 61 29 66 1 51 7 72 36 83 37 15 60 85 13 69 70 56 79 25 5 8 90 89 75 33 76 64
608a2403c79613f5062ebf11,13 3 53 5 40 90 71 59 50 61 29 66 1 51 7 72 36 4 21 26 46 83 37 73 85 20 10 11 55 69 19 30 79 17 86 84
5c3d8f09f699690021a18b96,71 59 4 36 23 3 6 50 61 29 66 1 51 7 72 40 83 37 60 5 79 85 13 69 70 8 55 15 24 75 33 76 64 62
60530fa47d8d93b2df1fae40,50 61 29 66 1 51 7 72 36 71 59 8 4 60 40 83 85 37 23 3 6 14 15 69 70 79 27 28 88 9 24 47 48 84 13
